Time (s),dln[SiH2(2)]/dln[k1]: SiH4(1)=SiH2(2)+H2(3),dln[SiH2(2)]/dln[k2]: Si2H6(4)=SiH4(1)+SiH2(2),dln[SiH2(2)]/dln[k3]: Si2H6(4)=H2(3)+SiH3SiH(5),dln[SiH2(2)]/dln[k5]: SiH2(2)+SiH2(2)=H4Si2(7),dln[SiH2(2)]/dln[k12]: H3Si(8)+H3Si(8)=Si2H6(4),dln[SiH2(2)]/dln[k23]: H2(3)+H3Si2(12)=H5Si2(11),dln[SiH2(2)]/dln[k30]: Si2H6(4)+HSi(10)=H7Si3(31),dln[SiH2(2)]/dln[k33]: SiH4(1)+H3Si2(12)=H7Si3(31),dln[SiH2(2)]/dG[SiH4(1)],dln[SiH2(2)]/dG[SiH2(2)],dln[SiH2(2)]/dG[H2(3)],dln[SiH2(2)]/dG[Si2H6(4)],dln[SiH2(2)]/dG[H3Si(8)],dln[SiH2(2)]/dG[HSi(10)],dln[SiH2(2)]/dG[H3Si2(12)]
6.223822838e-07,0.9999956451883445,-0.19645488283880971,-1.6237529675310269e-09,-3.0545755797413283e-06,-3.3647684573284598e-13,-3.4597085854623646e-16,-1.2281708780076143e-17,1.8510026747013234e-17,-0.10832783496243922,-0.10832784300309574,-3.8510032240662138e-09,0.10832783847757946,3.6960767149132097e-13,2.2978490897439457e-12,2.0015457835581158e-16
6.827802614e-07,0.99999498678864729,-0.21392946332671217,-2.1508270929773483e-09,-3.602648378046162e-06,-4.458324503450282e-13,-4.8018443987721541e-16,-1.6912223339973013e-17,2.5855841393642246e-17,-0.11796896895822945,-0.11796897861635411,-4.6090811092378765e-09,0.11796897313041067,4.8994278781757457e-13,2.501140118355387e-12,2.7799593474079344e-16
7.43178239e-07,0.99999429935957895,-0.23112603504976914,-2.7824205186476121e-09,-4.1829513685088705e-06,-5.7692100599779938e-13,-6.4741502073347704e-16,-2.2605155147538356e-17,3.5096022587709716e-17,-0.12745775171020823,-0.12745776312905296,-5.4302056247916045e-09,0.127457756585314,6.3422166819892429e-13,2.7009352279081753e-12,3.7505899295264406e-16
8.035762166e-07,0.99999358551113848,-0.24804571322826213,-3.5283642820964637e-09,-4.7929309131597319e-06,-7.3179727038555631e-13,-8.5194924014504313e-16,-2.9472620601097864e-17,4.650850275482884e-17,-0.13679479417684459,-0.13679480749818418,-6.3131681819074729e-09,0.13679479979860845,8.0470904926184477e-13,2.8972379419888251e-12,4.9385993504181398e-16
8.639741941999999e-07,0.99999284772302344,-0.26468969905855849,-4.3985569351950565e-09,-5.4301533326786375e-06,-9.1253120113290103e-13,-1.0982326151462473e-15,-3.7625828122833067e-17,6.0388720811304037e-17,-0.14598075442600175,-0.14598076979006147,-7.2567624929341434e-09,0.1459807608360868,1.0036863338725907e-12,3.0900528762899144e-12,6.3701225371631511e-16
9.243721717999999e-07,0.99999208834992426,-0.28105927768328814,-5.4029581953921354e-09,-6.092300215193385e-06,-1.121206522030961e-12,-1.3908688851741036e-15,-4.7174735979824257e-17,7.7050079076102317e-17,-0.15501633652109434,-0.15501635406648176,-8.2597852577166664e-09,0.15501634375916992,1.2334500276933564e-12,3.2793856508846355e-12,8.072266392751466e-16
9.847701494e-07,0.9999913096270604,-0.29715581949793946,-6.5515831271509107e-09,-6.7771634584612089e-06,-1.359919405374065e-12,-1.734620311021024e-15,-5.8227733214879915e-17,9.6824433197012725e-17,-0.16390229124314959,-0.16390231110679113,-9.321036497500766e-09,0.16390229934696482,1.4963102982285292e-12,3.4652428760221851e-12,1.0073114149848956e-15
9.999999999999997e-07,0.96984273741180327,-0.2920918428273877,-6.658214647063578e-09,-6.7435628557899638e-06,-1.3821402566041298e-12,-1.7747810018844095e-15,-5.9417900084824138e-17,9.9257794802450383e-17,-0.16111115508188761,-0.16111117493437657,-9.3083331621138773e-09,0.16111116315867144,1.5208176854190632e-12,3.4056917389620429e-12,1.0307809033505041e-15
1.045168127e-06,0.99999051367509617,-0.31298077998522961,-7.8544959741069602e-09,-7.4826408787627112e-06,-1.6307770887762019e-12,-2.134408200516232e-15,-7.0891314922476582e-17,1.2006259089768062e-16,-0.17263941600333488,-0.17263943832041653,-1.0439320069537985e-08,0.17263942500878993,1.7945894588716734e-12,3.6476321394322369e-12,1.2401731042774188e-15
1.1055661046000002e-06,0.99998970250451946,-0.32853569731655002,-9.3218035866984999e-09,-8.2067323345849545e-06,-1.935896413371372e-12,-2.595313099774584e-15,-8.5269735219747856e-17,1.471347988547528e-16,-0.18122855352721584,-0.18122857843112794,-1.1613444405345867e-08,0.18122856346843028,2.130620366567852e-12,3.8265619687557498e-12,1.5088168067637831e-15
1.1659640822000002e-06,0.99998887801990122,-0.34382218961091982,-1.0963648836194178e-08,-8.9475359604294316e-06,-2.2774023632818041e-12,-3.1225746830489763e-15,-1.0146464457189024e-16,1.7843121790812638e-16,-0.18967059035066486,-0.18967061797295157,-1.2842223249391097e-08,0.18967060126004431,2.506744821296604e-12,4.0020417887382712e-12,1.8163464012820689e-15
1.2263620598000003e-06,0.99998804202418923,-0.35884195301167177,-1.2790204217668055e-08,-9.7032443581381992e-06,-2.6574266484694037e-12,-3.7215915737461382e-15,-1.1957472189978219e-16,2.1436239433477242e-16,-0.19796645576579325,-0.19796648623610624,-1.4124476283771626e-08,0.19796646767409368,2.9253120125972246e-12,4.1740818923265502e-12,2.1659647093600138e-15
1.2867600374000004e-06,0.99998719622290666,-0.37359676018547666,-1.4811665554825347e-08,-1.0472140863241103e-05,-3.0781063133696184e-12,-4.3979211196278329e-15,-1.3969530138718559e-16,2.5535972750846667e-16,-0.20611712099944215,-0.20611715444549805,-1.5459029693071933e-08,0.20611713393583184,3.3886769935052884e-12,4.3426934225334891e-12,2.5609736321289013e-15
1.3471580150000005e-06,0.99998634222813865,-0.38808845853079832,-1.7038245684923241e-08,-1.1252596001140598e-05,-3.5415823460612063e-12,-5.1572789751442955e-15,-1.6191798838765296e-16,3.0187592818283127e-16,-0.21412359823199675,-0.21412363477953833,-1.6844716744313895e-08,0.2141236122241163,3.899199154782077e-12,4.5078883530718596e-12,3.0047741758552346e-15
1.4075559926000006e-06,0.99998548156231848,-0.40231896798876438,-1.9480168125002466e-08,-1.204306412046943e-05,-4.049998287864937e-12,-6.0055384043489591e-15,-1.863302628115503e-16,3.5438546385375942e-16,-0.22198693939759681,-0.22198697917035803,-1.8280378386972051e-08,0.22198695447161701,4.4592406997419094e-12,4.6696794636301263e-12,3.5008663160509669e-15
1.4679539702000006e-06,0.99998461566189201,-0.41629027875828312,-2.2147660789259201e-08,-1.2842080138787137e-05,-4.6054988575592161e-12,-6.9487293415747665e-15,-2.1301507296427418e-16,4.1338499197958527e-16,-0.22970823493178491,-0.22970827805145996,-1.9764863838965079e-08,0.22970825111246265,5.0711651351069165e-12,4.8280803138017803e-12,4.0528487212484187e-15
1.5283519478000007e-06,0.99998374588088212,-0.43000444909869395,-2.5050949796994827e-08,-1.3648256374513901e-05,-5.2102285983038226e-12,-7.9930372659652162e-15,-2.4205042235294891e-16,4.7939378231068146e-16,-0.2372886125674343,-0.23728865915364952,-2.1297031141229021e-08,0.23728862987816735,5.7373357865428574e-12,4.9831052192167129e-12,4.664418368280103e-15
1.6491479030000007e-06,0.99998199970749235,-0.45666995925142895,-3.1605782722274155e-08,-1.5276901489962185e-05,-6.5759463674248738e-12,-1.04105162943931e-14,-3.0745755960537876e-16,6.3463170767414717e-16,-0.252031321174988,-0.25203137504476764,-2.4499886886011069e-08,0.25203134081084122,7.2418609888963828e-12,5.2830884618488576e-12,6.0815960952560737e-15
1.7578642626800007e-06,0.99998042689960998,-0.47981148707358628,-3.8413898684588502e-08,-1.6754722718147398e-05,-7.9949210608513303e-12,-1.2997254655979231e-14,-3.7502915688287757e-16,8.0400402130633336e-16,-0.26482986778484668,-0.26482992859775828,-2.7534268881866869e-08,0.26482988958073272,8.8051109595637831e-12,5.5416862301918082e-12,7.5999255173166183e-15
1.8665806223600007e-06,0.9999788591584996,-0.50215475880888916,-4.6144310668871815e-08,-1.8237388242544188e-05,-9.6066032387238595e-12,-1.6014756019195297e-14,-4.5115840116687093e-16,1.0052375049130403e-15,-0.27719095106053265,-0.27719101917108968,-3.0705838875802056e-08,0.277190975073412,1.058071238161561e-11,5.7896006205627882e-12,9.3732404278751992e-15
1.9752969820400005e-06,0.99997730182305633,-0.52371392144648654,-5.4855804056169854e-08,-1.9719227571138541e-05,-1.1423322292324936e-11,-1.9504494662440405e-14,-5.3606438911641413e-16,1.2422290448755695e-15,-0.28912232241972757,-0.28912239816980678,-3.4008324313174802e-08,0.28912234870037262,1.258225372661348e-11,6.0269391484019215e-12,1.1426561372892875e-14
2.0840133417200003e-06,0.99997575961455287,-0.5445036665759273,-6.4606687425944447e-08,-2.1195161411199805e-05,-1.3457306551944224e-11,-2.3509417903900794e-14,-6.2987917826755233e-16,1.519141891142531e-15,-0.3006320317738112,-0.30063211549259944,-3.7435580944239352e-08,0.3006320603672436,1.4823212695167362e-11,6.2538155317651968e-12,1.378586899580608e-14
2.1927297014e-06,0.99997423668187091,-0.56453916792068992,-7.5454689773831718e-08,-2.266066128053421e-05,-1.5720661245821355e-11,-2.8073891262424634e-14,-7.3263908080091359e-16,1.8404112300622806e-15,-0.31172839326567514,-0.31172848526966712,-4.0981602081586361e-08,0.31172842421158176,1.7316932021146166e-11,6.4703490238345349e-12,1.6478076921121308e-14
2.30144606108e-06,0.99997273664488973,-0.58383602279268276,-8.7456863629616497e-08,-2.4111710710422161e-05,-1.8225347776120389e-11,-3.324363823533178e-14,-8.4427591848950455e-16,2.2107492193420648e-15,-0.32241995316416366,-0.322420053757206,-4.4640526555987494e-08,0.32241998649728865,2.0076596721447704e-11,6.6766637911819733e-12,1.9531001370421726e-14
2.4101624207599998e-06,0.99997126263781166,-0.60241020671376899,-1.006694965027026e-07,-2.5544766229190351e-05,-2.0983164812097516e-11,-3.9065675355651919e-14,-9.6460829773182435e-16,2.6351494708960848e-15,-0.33271546500274929,-0.33271557447612454,-4.8406644345746121e-08,0.33271550075326417,2.3115213342794308e-11,6.8728884437308237e-12,2.2973327867701775e-14
2.5188787804399996e-06,0.99996981735041301,-0.62027803198900788,-1.1514802867884459e-07,-2.6956719988142257e-05,-2.4005730784115312e-11,-4.5588242807497604e-14,-1.0933329284551619e-15,3.1188909847212879e-15,-0.34262386689249935,-0.34262398552504558,-5.2274401066605206e-08,0.34262390508634938,2.644559074562961e-11,7.059155608095896e-12,2.6834575189382469e-14
2.6275951401199994e-06,0.99996840306565882,-0.63745610189180302,-1.3094697553687061e-07,-2.834486558361897e-05,-2.7304467391182593e-11,-5.2860730921427557e-14,-1.2300160105009757e-15,3.6675415387252877e-15,-0.35215425641992226,-0.3521543844781877,-5.6238402330077337e-08,0.35215429707915258,3.0080321997547364e-11,7.2356014472694449e-12,3.1145056739229651e-14
2.736311499799999e-06,0.9999670216941291,-0.65396126169896074,-1.4811985479024988e-07,-2.9706866702682943e-05,-3.0890584199478208e-11,-6.0933603103674246e-14,-1.3740847271104257e-15,4.2869605365908189e-15,-0.36131586380982905,-0.36131600154825727,-6.0293417833871868e-08,0.36131590695289229,3.403176746181419e-11,7.4023651409999956e-12,3.5935839654550206e-14
2.845027859479999e-06,0.99996567480640319,-0.66981055144473589,-1.6671911990538336e-07,-3.104072755625564e-05,-3.4775064586271628e-11,-6.9858315848089098e-14,-1.5248188903070897e-15,4.9833013180263498e-15,-0.37011802603177241,-0.3701181736929155,-6.4434384655187207e-08,0.37011807167381688,3.8312039361776846e-11,7.5595883830600947e-12,4.1238702003591365e-14
2.953744219159999e-06,0.99996436366374231,-0.68502116201204888,-1.8679610013172015e-07,-3.2344764732640765e-05,-3.896865311463953e-11,-7.9687236404026136e-14,-1.6813427748430683e-15,5.7630129410416514e-15,-0.37857016274025601,-0.37857032055501216,-6.8656409609734845e-08,0.37857021089339804,4.2932987915332378e-11,7.7074149139485905e-12,4.7086088395434283e-14
3.0624605788399986e-06,0.99996308924679833,-0.69961039299179795,-2.0840094674940661e-07,-3.3617580717348293e-05,-4.3481844252072945e-11,-9.0473558581087408e-14,-1.8426171687100658e-15,6.6328414493391157e-15,-0.38668175318504644,-0.38668192137291996,-7.2954770896010596e-08,0.38668180385862533,4.7906188943556707e-11,7.8459900708307434e-12,5.3511064274802197e-14
3.1711769385199984e-06,0.99996185228218415,-0.71359561102825031,-2.3158258515663065e-07,-3.4858039257890813e-05,-4.832487234930419e-11,-1.0227121715845621e-13,-2.007431666023028e-15,7.5998306394629429e-15,-0.39446231338568394,-0.39446249215506279,-7.7324919204650198e-08,0.39446236658650036,5.3242932861308916e-11,7.9754603398260495e-12,6.0547269167753263e-14
3.2798932981999982e-06,0.9999606532670946,-0.72699420907668411,-2.5638867280794284e-07,-3.6065242426936599e-05,-5.3507702876673306e-11,-1.1513480139828976e-13,-2.1743972288478021e-15,8.6713223442598042e-15,-0.40192137380427173,-0.4019215633527235,-8.1762478285531989e-08,0.40192142953681259,5.8954215047087254e-11,8.0959729154491569e-12,6.8228869162746358e-14
3.388609657879998e-06,0.9999594924922558,-0.73982356754818146,-2.8286556313062147e-07,-3.7238509140662429e-05,-5.9040024939874418e-11,-1.2911946816858917e-13,-2.3419390430830843e-15,9.8549562517487888e-15,-0.40906845805273773,-0.40906865856731783,-8.6263244910302372e-08,0.40906851631938601,6.5050727616469196e-11,8.2076752784445898e-12,7.6590508916294469e-14
3.497326017559998e-06,0.99995837006332322,-0.75210101766105508,-3.1105827535421353e-07,-3.8377355016230926e-05,-6.4931245057468273e-11,-1.4428085514404882e-13,-2.5082896894524375e-15,1.1158669280420095e-14,-0.41591306281018764,-0.4159132744677605,-9.0823188239627751e-08,0.41591312361142008,7.1542852579935162e-11,8.310714795811557e-12,8.5667263453188823e-14
3.6060423772399976e-06,0.9999572859207424,-0.76384380674701446,-3.4101047000945481e-07,-3.9481473558523433e-05,-7.1190482145560196e-11,-1.6067499450668903e-13,-2.6714826466526227e-15,1.2590694532967732e-14,-0.42246463881154284,-0.42246486177911136,-9.5438448663347481e-08,0.42246470214611309,7.8440656325111546e-11,8.4052383402090065e-12,9.5494590006089071e-14
3.7147587369199974e-06,0.99995623985810866,-0.7750690653348874,-3.7276442984359699e-07,-4.0550718651596487e-05,-7.7826563653244451e-11,-1.7835822753959556e-13,-2.8293461411046277e-15,1.4159559851312409e-14,-0.42873257280976762,-0.42873280724481017,-1.0010533617271633e-07,0.42873263867487837,8.5753885361538972e-11,8.4913919267238421e-12,1.0610828012402916e-13
3.823475096599998e-06,0.99995523153913268,-0.78579377613689871,-4.0636104596009308e-07,-4.1585088275124863e-05,-8.4848022805279499e-11,-1.9738712049146811e-13,-2.9794973557573484e-15,1.5874085996893276e-14,-0.43472617058033403,-0.43472641663114686,-1.0482032829272117e-07,0.43472623897179791,9.3491963280294733e-11,8.569320368487302e-12,1.1754441227141287e-13
3.9321914562799975e-06,0.9999542605133217,-0.79603474513162309,-4.4183980899628855e-07,-4.2584709354101816e-05,-9.2263096909956076e-11,-2.1781838206736009e-13,-3.1193370079557534e-15,1.7743384481150325e-14,-0.44045464107467902,-0.44045489888072203,-1.0958006759499391e-07,0.44045471198706726,1.0166398888245814e-10,8.6391669535024839e-12,1.2983930512731314e-13
4.040907815959997e-06,0.99995332623044308,-0.80580857479482981,-4.7923880510145385e-07,-4.354982367612525e-05,-1.0007972667975784e-10,-2.3970878286611609e-13,-3.2460443035320062e-15,1.977685507146586e-14,-0.44592708175080176,-0.44592735144304618,-1.1438135882472625e-07,0.44592715517758436,1.1027873541898768e-10,8.7010731434321427e-12,1.4302947177587204e-13
4.149624175639997e-06,0.99995242805384066,-0.81513163941803501,-5.1859471643449211e-07,-4.448077483055928e-05,-1.0830555650369535e-10,-2.6311507704755275e-13,-3.3565722716069807e-15,2.1984182997775389e-14,-0.45115246504787154,-0.45115274674914752,-1.1922116568422572e-07,0.45115254098154578,1.1934465087497755e-10,8.7551782937842814e-12,1.571515749579086e-13
4.258340535319997e-06,0.9999515652726485,-0.82402006246542392,-5.599428258949577e-07,-4.5377996121896627e-05,-1.1694793560919833e-10,-2.880939264810809e-13,-3.4476434823460352e-15,2.4375335884974049e-14,-0.45613962597770108,-0.45613991980304408,-1.2409660731311627e-07,0.45613970440991219,1.2886985923017295e-10,8.8016193950418672e-12,1.7224238353651719e-13
4.367056894999997e-06,0.9999507371129891,-0.83248969596663824,-6.0331702581050893e-07,-4.6241999401409916e-05,-1.260139200536325e-10,-3.1470182760043234e-13,-3.5157461478907464e-15,2.6960560436170588e-14,-0.46089725083175803,-0.46089755688875272,-1.2900495449914913e-07,0.46089733175340991,1.3886216263003588e-10,8.8405308348483031e-12,1.8833873031450544e-13
4.4757732546799965e-06,0.99994994274821025,-0.84055610194338992,-6.4874983030331271e-07,-4.7073364761199762e-05,-1.35510275485624e-10,-3.4299504116045734e-13,-3.5571306046880964e-15,2.9750378891555443e-14,-0.46543386700267192,-0.46543418539179243,-1.3394362565170322e-07,0.46543395040403063,1.4932904440177838e-10,8.8720441813919903e-12,2.0547747132555023e-13
4.584489614359996e-06,0.99994918130822297,-0.84823453583193165,-6.9627239104801038e-07,-4.7872731041232545e-05,-1.4544348061453805e-10,-3.7302952506056791e-13,-3.5678061735028325e-15,3.2755585287064922e-14,-0.46975783389944575,-0.46975816471439075,-1.3891018257130664e-07,0.4697579197702339,1.6027767284775439e-10,8.8962879877162749e-12,2.2369544670331862e-13
4.693205974039996e-06,0.99994845188800319,-0.85553993183731936,-7.4591451612815329e-07,-4.8640787104850998e-05,-1.5581973132546912e-10,-4.0486087036879402e-13,-3.5435383916560299e-15,3.5987241536270279e-14,-0.47387733492123718,-0.47387767824925942,-1.4390232604879342e-07,0.47387742325072196,1.7171490574750642e-10,8.9133876163676753e-12,2.4302944321551027e-13
4.801922333719996e-06,0.99994775355529264,-0.86248689015326085,-7.9770469170179504e-07,-4.9378263839095761e-05,-1.6664494537806105e-10,-4.3854424065298989e-13,-3.4798466105135052e-15,3.945667335813145e-14,-0.477800370453414,-0.47780072637564408,-1.4891789132584472e-07,0.47780046123048758,1.8364729550081325e-10,8.9234650837713595e-12,2.6351615853422127e-13
4.910638693399996e-06,0.99994708535757271,-0.86908966598538928,-8.5167010619494041e-07,-5.0085926836076663e-05,-1.7792476762932047e-10,-4.7413431470054396e-13,-3.3720019498979636e-15,4.3175466072425781e-14,-0.48153475185183381,-0.48153512044359442,-1.5395484344625099e-07,0.48153484506508715,1.9608109484611036e-10,8.9266389237778691e-12,2.8519216729968779e-13
5.0193550530799956e-06,0.99994644632834628,-0.87536216031129177,-9.0783667674844114e-07,-5.0764569713103649e-05,-1.8966457572219343e-10,-5.1168523268334718e-13,-3.2150255998821794e-15,4.7155460283723671e-14,-0.48508809637883327,-0.48508847770994756,-1.5901127252549434e-07,0.48508819201662362,2.09022263090419e-10,8.9230240697732719e-12,3.0809388902038505e-13
5.128071412759995e-06,0.99994583549278371,-0.8813179123006557,-9.6622907765002354e-07,-5.1415008031840033e-05,-2.0186948618310969e-10,-5.5125054580087206e-13,-3.0036874593489821e-15,5.1408747473735451e-14,-0.48846782304892927,-0.48846821718402145,-1.6408538896498243e-07,0.48846792109944287,2.2247647278848081e-10,8.9127317546213223e-12,3.322575578386976e-13
5.236787772439995e-06,0.99994525187277239,-0.88697009331205112,-1.0268707704911139e-06,-5.2038073778894634e-05,-2.1454436087350056e-10,-5.928831694120872e-13,-2.7325050997950926e-15,5.5947665520753155e-14,-0.49168114933849305,-0.49168155633727595,-1.6917551863575932e-07,0.49168124978980038,2.3644911681077641e-10,8.8958694276214345e-12,3.577191941785663e-13
5.345504132119995e-06,0.99994469449141399,-0.8923315023813384,-1.0897840357988261e-06,-5.2634610371668536e-05,-2.276938137426604e-10,-6.3663533964708595e-13,-2.3957430421047858e-15,6.0784794163804382e-14,-0.49473508871279881,-0.49473550863035709,-1.7428009805464811e-07,0.49473519155290602,2.5094531574268754e-10,8.8725406876464005e-12,3.8451457827995855e-13
5.454220491799995e-06,0.99994416237701345,-0.89741456311661372,-1.1549900059055318e-06,-5.3205468154515923e-05,-2.4132221783194764e-10,-6.8255857347125709e-13,-1.9874123334077924e-15,6.5932950428020303e-14,-0.49763644892383802,-0.49763688181089816,-1.7939766957383451e-07,0.49763655414073382,2.6596992555995194e-10,8.8428452316196991e-12,4.1267922561444042e-13
5.562936851479995e-06,0.99994365456659451,-0.90223132191347344,-1.2225086988305162e-06,-5.3751500351809743e-05,-2.5543371248296205e-10,-7.3070363215823672e-13,-1.5012704106516545e-15,7.1405184026585866e-14,-0.50039183103164886,-0.50039227693484156,-1.8452687660310302e-07,0.50039193861334519,2.815275455284454e-10,8.8068788174717923e-12,4.4224836416634971e-13
5.671653211159994e-06,0.99994317010897682,-0.90679344740283374,-1.2923590529605112e-06,-5.4273559446195831e-05,-2.7003221070498672e-10,-7.8112048811281995e-13,-9.308212371573403e-16,7.7214772753496036e-14,-0.50300762910107544,-0.50300808806318653,-1.896664588822364e-07,0.50300773903564533,2.9762252627924033e-10,8.7647332406891203e-12,4.7325691355512348e-13
5.780369570839994e-06,0.99994270806745944,-0.9111122310432278,-1.3645589623286092e-06,-5.4772493951901303e-05,-2.8512140665973402e-10,-8.338582949716904e-13,-2.6931569818263624e-16,8.3375217880208906e-14,-0.50549003052568897,-0.50549050258590233,-1.9481524781939483e-07,0.505490142801301,3.142589780129012e-10,8.7164963235594223e-12,5.0573946596636661e-13
5.889085930519994e-06,0.99994226752213178,-0.9151985887705687,-1.4391253123044828e-06,-5.524914555438697e-05,-3.0070478322429952e-10,-8.8896536089828061e-13,4.902477586188527e-16,8.9900239568183481e-14,-0.5078450169311961,-0.50784550212532331,-1.999721619095774e-07,0.5078451315361433,3.3144077879011875e-10,8.6622519162236824e-12,5.3973026885226073e-13
6.106518649879994e-06,0.99994144733374002,-0.9227158456813388,-1.5954200572814934e-06,-5.6138919760402088e-05,-3.3336700085515197e-10,-1.0064761508328442e-12,2.3328109419081306e-15,1.0409996130582224e-13,-0.51219566054554688,-0.51219617210255475,-2.1030645073758324e-07,0.51219577977467379,3.6745483120213824e-10,8.5360564286526448e-12,6.1237180875022174e-13
6.302208097303994e-06,0.99994077385855273,-0.9287884228696428,-1.7443285786768222e-06,-5.6871731452728131e-05,-3.6448397981224656e-10,-1.1208052844522557e-12,4.4018485840871071e-15,1.1826852567228402e-13,-0.51573134231935358,-0.51573187769600037,-2.1962587775187755e-07,0.51573146567195338,4.0176702112064042e-10,8.402695478443657e-12,6.8324341482739117e-13
6.497897544727994e-06,0.99994015667003155,-0.93426090146552809,-1.9011246664185056e-06,-5.7544888628235981e-05,-3.9724741616293049e-10,-1.2435212782295311e-12,6.9089058764343815e-15,1.3384122112426383e-13,-0.51893801824699726,-0.51893857751640859,-2.2895832740820373e-07,0.51893814568810726,4.3789672427024503e-10,8.2509949541190006e-12,7.5951713972362178e-13
6.693586992151994e-06,0.99993959120585885,-0.93918389091415544,-2.0658750348188363e-06,-5.8162787397499561e-05,-4.3167097775819645e-10,-1.3748728510802743e-12,9.9037815713047443e-15,1.5090538738511943e-13,-0.52184342105088333,-0.52184400427359112,-2.3830007475911295e-07,0.52184355254695192,4.7585925507703134e-10,8.0813038925428853e-12,8.4137857040696018e-13
6.889276439575994e-06,0.99993907316687958,-0.94360447783575785,-2.2386386368593581e-06,-5.8729624332583455e-05,-4.6776671107114632e-10,-1.5150987150501782e-12,1.3438803804127711e-14,1.6955031260068427e-13,-0.52447335314895349,-0.52447396037456384,-2.4764798457715858e-07,0.52447348866794086,5.1566814524199298e-10,7.8939329940082835e-12,9.2900885476841516e-13
7.0849658869999945e-06,0.99993859852144473,-0.94756635838967185,-2.4194672847170678e-06,-5.9249383179288587e-05,-5.0554517174531156e-10,-1.6644275123166377e-12,1.7568788345848512e-14,1.898671561346703e-13,-0.52685175913172111,-0.52685239040041665,-2.5699944414783629e-07,0.52685189864316728,5.5733528691801051e-10,7.6891558227941722e-12,1.0225846234498612e-12
7.280655334423995e-06,0.99993816350545095,-0.95110998415733039,-2.6084062423219876e-06,-5.9725826915884625e-05,-5.4501554907712552e-10,-1.8230778182999981e-12,2.2350993056582448e-14,2.1194887397696381e-13,-0.52900080565648655,-0.52900146100037049,-2.6635230121445591e-07,0.52900094913154749,6.0087106924344513e-10,7.4672101791519577e-12,1.1222779495766037e-12
7.476344781847995e-06,0.99993776461807582,-0.9542727249103149,-2.8054947952190664e-06,-6.016249507117411e-05,-5.8618578555337004e-10,-1.9912582122360921e-12,2.7845069094360563e-14,2.3589014767656149e-13,-0.5309409706410666,-0.53094165008536465,-2.7570480837773724e-07,0.53094111805252775,6.4628450947110805e-10,7.2282996721344456e-12,1.2282563476464363e-12
7.672034229271995e-06,0.99993739861434761,-0.9570890381267112,-3.0107667929266065e-06,-6.0562704721491456e-05,-6.2906269050827776e-10,-2.1691674041516884e-12,3.411300965641636e-14,2.6178731674259179e-13,-0.53269113617184705,-0.53269183973597833,-2.8505557279206455e-07,0.53269128749411809,6.9358337766346112e-10,6.9725953807384057e-12,1.3406828054500246e-12
7.867723676695994e-06,0.99993706249583048,-0.95959063622107055,-3.2242511561604425e-06,-6.0929553748266688e-05,-6.7365204635044623e-10,-2.35699440423072e-12,4.1219096907067659e-14,2.8973831397535364e-13,-0.53426868014171935,-0.53426940784024313,-2.9440350982500158e-07,0.53426883535081193,7.4277431324569737e-10,6.7002375086454833e-12,1.4597158410019646e-12
8.063413124119994e-06,0.99993675350008726,-0.96180665052076786,-3.4459723473541287e-06,-6.1265925906735076e-05,-7.1995870702391904e-10,-2.5549187270981556e-12,4.9229847540008148e-14,3.1984260355548396e-13,-0.53568956609009355,-0.53569031793354238,-3.0374780059734713e-07,0.53568972516358626,7.938629330458395e-10,6.4113370238824999e-12,1.5855095802685285e-12
